crypto_address,balance,normal_transactions,internal_transactions,erc_20_transfer_events,erc_721_transfer_events,erc_1155_transfer_events
0xE4e769dE29A6109D3A26b7a238103b82462cbaE2,0.001511340899432778,19,4,10,0,0
