crypto_address,balance,normal_transactions,internal_transactions,erc_20_transfer_events,erc_721_transfer_events,erc_1155_transfer_events
0x40B38765696e3d5d8d9d834D8AaD4bB6e418E489,1493000.7923851113,97,0,1733,198,21
